system,algorithm,repeat,run_seed,budget,sampled_index,sampled_performance,best_found,normalised_gap,optimum,worst
7z,random_search,6,20260430,25,25992,17707.4,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,26,173,17715.0,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,27,39490,15917.4,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,28,29466,14681.8,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,29,47045,125767.4,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,30,16730,11813.4,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,31,39122,10573.8,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,32,36275,12044.0,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,33,8016,15212.8,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,34,21052,72842.2,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,35,7728,17707.2,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,36,47215,35951.4,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,37,63732,9193.8,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,38,47834,125053.6,4845.4,0.0015438478969651615,4196.4,424574.6
7z,random_search,6,20260430,39,17257,4679.0,4679.0,0.001148013859900443,4196.4,424574.6
7z,random_search,6,20260430,40,19105,4671.0,4671.0,0.0011289833773492546,4196.4,424574.6
7z,random_search,6,20260430,41,16808,123625.8,4671.0,0.0011289833773492546,4196.4,424574.6
7z,random_search,6,20260430,42,22925,96579.8,4671.0,0.0011289833773492546,4196.4,424574.6
7z,random_search,6,20260430,43,30042,13249.8,4671.0,0.0011289833773492546,4196.4,424574.6
7z,random_search,6,20260430,44,27814,12132.0,4671.0,0.0011289833773492546,4196.4,424574.6
7z,random_search,6,20260430,45,20949,4565.4,4565.4,0.0008777810076735664,4196.4,424574.6
7z,random_search,6,20260430,46,46459,35968.2,4565.4,0.0008777810076735664,4196.4,424574.6
7z,random_search,6,20260430,47,2470,109651.8,4565.4,0.0008777810076735664,4196.4,424574.6
7z,random_search,6,20260430,48,13839,5743.4,4565.4,0.0008777810076735664,4196.4,424574.6
7z,random_search,6,20260430,49,55415,47548.4,4565.4,0.0008777810076735664,4196.4,424574.6
7z,random_search,6,20260430,50,65147,301288.2,4565.4,0.0008777810076735664,4196.4,424574.6
7z,rf_smbo,6,20260430,1,19418,88829.0,88829.0,0.20132490219521376,4196.4,424574.6
7z,rf_smbo,6,20260430,2,39054,15627.2,15627.2,0.027191704993265592,4196.4,424574.6
7z,rf_smbo,6,20260430,3,40808,11088.0,11088.0,0.016393809193721274,4196.4,424574.6
7z,rf_smbo,6,20260430,4,58567,9177.8,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,5,49659,146218.4,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,6,211,17742.6,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,7,37818,16023.4,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,8,64104,121131.4,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,9,44113,13201.0,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,10,29242,12146.8,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,11,29387,12103.6,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,12,30248,12153.8,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,13,30227,12243.2,9177.8,0.011849805722561255,4196.4,424574.6
7z,rf_smbo,6,20260430,14,42107,8929.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,15,42248,8982.0,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,16,58395,9203.0,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,17,42061,9524.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,18,46351,35819.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,19,54977,9132.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,20,55119,9118.6,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,21,56691,9119.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,22,59548,9156.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,23,59118,299592.6,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,24,58405,9151.0,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,25,58689,9168.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,26,56690,9139.0,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,27,56120,9207.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,28,58574,9226.0,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,29,61263,9196.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,30,56726,9163.2,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,31,58486,9211.0,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,32,64254,301593.2,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,33,56880,9213.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,34,55103,9135.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,35,65415,9317.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,36,56962,9122.6,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,37,56746,9137.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,38,55195,9144.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,39,55030,9174.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,40,56719,9166.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,41,56743,9190.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,42,58413,9176.2,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,43,56757,9144.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,44,59315,9121.2,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,45,58556,9177.2,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,46,65281,9212.2,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,47,59256,9128.8,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,48,65271,9176.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,49,64110,121494.4,8929.4,0.011258909239346856,4196.4,424574.6
7z,rf_smbo,6,20260430,50,55111,9210.6,8929.4,0.011258909239346856,4196.4,424574.6
7z,random_search,7,20260431,1,53208,9655.6,9655.6,0.012986401292930988,4196.4,424574.6
7z,random_search,7,20260431,2,42231,9164.0,9164.0,0.011816978140160458,4196.4,424574.6
7z,random_search,7,20260431,3,59512,9155.8,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,4,9132,89278.0,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,5,21301,101054.6,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,6,215,17670.4,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,7,20410,103084.8,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,8,41858,40883.0,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,9,53489,20203.2,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,10,37884,16080.2,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,11,46053,123577.0,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,12,64378,9187.0,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,13,52038,19332.4,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,14,48942,9190.6,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,15,7689,85241.2,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,16,28515,12218.6,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,17,34162,38193.2,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,18,52929,124232.4,9155.8,0.011797471895545487,4196.4,424574.6
7z,random_search,7,20260431,19,56986,9137.6,9137.6,0.011754177547741537,4196.4,424574.6
7z,random_search,7,20260431,20,141,17651.8,9137.6,0.011754177547741537,4196.4,424574.6
7z,random_search,7,20260431,21,66990,9200.2,9137.6,0.011754177547741537,4196.4,424574.6
7z,random_search,7,20260431,22,51648,9392.0,9137.6,0.011754177547741537,4196.4,424574.6
7z,random_search,7,20260431,23,14752,6124.0,6124.0,0.004585394770708854,4196.4,424574.6
7z,random_search,7,20260431,24,14840,5733.4,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,25,54693,124551.2,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,26,11865,103005.8,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,27,43095,8975.6,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,28,66405,9159.4,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,29,48269,9233.8,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,30,49618,39234.4,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,31,33098,10947.8,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,32,62005,9193.2,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,33,61909,9169.2,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,34,32175,20801.6,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,35,47176,414556.4,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,36,46685,43172.4,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,37,5501,12361.2,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,38,20669,11401.2,5733.4,0.0036562314601470774,4196.4,424574.6
7z,random_search,7,20260431,39,19093,4717.4,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,40,10553,17825.2,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,41,5276,17846.6,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,42,39442,48467.8,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,43,56283,47597.2,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,44,63266,121383.0,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,45,47557,43394.0,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,46,57005,9170.6,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,47,31861,12212.4,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,48,52125,39785.6,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,49,11602,107410.4,4717.4,0.0012393601761461466,4196.4,424574.6
7z,random_search,7,20260431,50,64244,299859.2,4717.4,0.0012393601761461466,4196.4,424574.6
7z,rf_smbo,7,20260431,1,2438,125648.8,125648.8,0.28891222237499475,4196.4,424574.6
7z,rf_smbo,7,20260431,2,38939,12486.2,12486.2,0.019719861781605237,4196.4,424574.6
7z,rf_smbo,7,20260431,3,18400,11864.4,11864.4,0.01824071752531411,4196.4,424574.6
7z,rf_smbo,7,20260431,4,47059,418818.6,11864.4,0.01824071752531411,4196.4,424574.6
7z,rf_smbo,7,20260431,5,66968,9193.6,9193.6,0.011887390925599857,4196.4,424574.6
7z,rf_smbo,7,20260431,6,56880,9213.8,9193.6,0.011887390925599857,4196.4,424574.6
7z,rf_smbo,7,20260431,7,67176,9195.6,9193.6,0.011887390925599857,4196.4,424574.6
7z,rf_smbo,7,20260431,8,61048,9131.4,9131.4,0.011739428923764363,4196.4,424574.6
7z,rf_smbo,7,20260431,9,61035,9198.2,9131.4,0.011739428923764363,4196.4,424574.6
7z,rf_smbo,7,20260431,10,56758,9235.8,9131.4,0.011739428923764363,4196.4,424574.6
7z,rf_smbo,7,20260431,11,19007,4653.6,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,12,61043,9201.0,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,13,57607,9227.2,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,14,38752,12188.6,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,15,48190,8905.8,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,16,58221,298338.8,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,17,56407,121383.8,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,18,58313,301563.2,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,19,51602,9238.6,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,20,7754,17690.4,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,21,49793,35925.8,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,22,48608,19674.6,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,23,57622,9171.2,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,24,51591,9248.0,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,25,7763,17901.2,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,26,20584,103349.0,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,27,55901,9232.6,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,28,18908,5469.6,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,29,23198,5547.4,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,30,57608,9212.0,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,31,23333,5653.4,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,32,23326,7458.8,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,33,52065,58867.8,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,34,22466,7453.6,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,35,23323,7400.6,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,36,23173,11175.4,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,37,22478,5507.8,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,38,22475,5654.2,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,39,17428,4878.4,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,40,17427,4868.2,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,41,17326,6125.8,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,42,17436,5756.4,4653.6,0.0010875920778004207,4196.4,424574.6
7z,rf_smbo,7,20260431,43,17570,4586.4,4586.4,0.0009277360243704361,4196.4,424574.6
7z,rf_smbo,7,20260431,44,22616,18024.6,4586.4,0.0009277360243704361,4196.4,424574.6
7z,rf_smbo,7,20260431,45,19145,4851.2,4586.4,0.0009277360243704361,4196.4,424574.6
7z,rf_smbo,7,20260431,46,17330,5519.4,4586.4,0.0009277360243704361,4196.4,424574.6
7z,rf_smbo,7,20260431,47,17439,4871.6,4586.4,0.0009277360243704361,4196.4,424574.6
7z,rf_smbo,7,20260431,48,22589,4736.0,4586.4,0.0009277360243704361,4196.4,424574.6
7z,rf_smbo,7,20260431,49,17426,5043.2,4586.4,0.0009277360243704361,4196.4,424574.6
7z,rf_smbo,7,20260431,50,19441,89499.0,4586.4,0.0009277360243704361,4196.4,424574.6
7z,random_search,8,20260432,1,38265,10778.2,10778.2,0.015656853756926506,4196.4,424574.6
7z,random_search,8,20260432,2,3081,93815.6,10778.2,0.015656853756926506,4196.4,424574.6
7z,random_search,8,20260432,3,50303,40800.6,10778.2,0.015656853756926506,4196.4,424574.6
7z,random_search,8,20260432,4,28617,13214.2,10778.2,0.015656853756926506,4196.4,424574.6
7z,random_search,8,20260432,5,2181,98650.4,10778.2,0.015656853756926506,4196.4,424574.6
7z,random_search,8,20260432,6,62664,9168.0,9168.0,0.011826493381436052,4196.4,424574.6
7z,random_search,8,20260432,7,65608,9098.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,8,9725,15257.0,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,9,19822,17910.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,10,34369,12282.2,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,11,38811,12114.2,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,12,57055,9198.0,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,13,1995,17758.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,14,13345,93812.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,15,1301,73659.2,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,16,63713,9226.8,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,17,11199,17747.0,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,18,55012,9147.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,19,3501,17699.0,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,20,25308,11839.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,21,30106,12393.6,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,22,3419,103022.2,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,23,35046,48233.8,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,24,57442,300749.0,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,25,52813,49106.8,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,26,1522,101939.6,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,27,46172,124694.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,28,42790,274472.0,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,29,20071,11881.6,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,30,61313,9182.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,31,58734,9274.6,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,32,26762,17606.6,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,33,32868,15867.8,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,34,40695,12130.2,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,35,34902,42654.6,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,36,748,85807.6,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,37,44228,22197.0,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,38,43164,11904.6,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,39,46429,35913.2,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,40,41373,9166.4,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,41,15369,101153.0,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,42,57293,122010.2,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,43,1636,100039.2,9098.4,0.011660928183240712,4196.4,424574.6
7z,random_search,8,20260432,44,14678,4852.6,4852.6,0.0015609753312612329,4196.4,424574.6
7z,random_search,8,20260432,45,17512,18036.2,4852.6,0.0015609753312612329,4196.4,424574.6
7z,random_search,8,20260432,46,44918,43361.4,4852.6,0.0015609753312612329,4196.4,424574.6
7z,random_search,8,20260432,47,7482,96758.4,4852.6,0.0015609753312612329,4196.4,424574.6
7z,random_search,8,20260432,48,30373,12181.2,4852.6,0.0015609753312612329,4196.4,424574.6
7z,random_search,8,20260432,49,8741,17652.6,4852.6,0.0015609753312612329,4196.4,424574.6
7z,random_search,8,20260432,50,55446,47435.6,4852.6,0.0015609753312612329,4196.4,424574.6
7z,rf_smbo,8,20260432,1,47762,115787.8,115787.8,0.2654547738203361,4196.4,424574.6
7z,rf_smbo,8,20260432,2,68583,302230.6,115787.8,0.2654547738203361,4196.4,424574.6
7z,rf_smbo,8,20260432,3,3292,125170.8,115787.8,0.2654547738203361,4196.4,424574.6
7z,rf_smbo,8,20260432,4,46893,40946.8,40946.8,0.08742223074364942,4196.4,424574.6
7z,rf_smbo,8,20260432,5,16232,102935.8,40946.8,0.08742223074364942,4196.4,424574.6
7z,rf_smbo,8,20260432,6,62068,9183.2,9183.2,0.011862651298283311,4196.4,424574.6
7z,rf_smbo,8,20260432,7,55280,9211.4,9183.2,0.011862651298283311,4196.4,424574.6
7z,rf_smbo,8,20260432,8,63762,9171.8,9171.8,0.011835532860647865,4196.4,424574.6
7z,rf_smbo,8,20260432,9,62860,9234.2,9171.8,0.011835532860647865,4196.4,424574.6
7z,rf_smbo,8,20260432,10,62893,9207.0,9171.8,0.011835532860647865,4196.4,424574.6
7z,rf_smbo,8,20260432,11,55020,9124.4,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,12,62871,9290.8,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,13,61443,47605.2,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,14,65291,9169.8,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,15,65348,9130.0,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,16,67022,9198.6,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,17,66053,301263.6,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,18,61884,9276.6,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,19,65317,9130.2,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,20,65284,9169.4,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,21,15529,17635.4,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,22,62746,9148.0,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,23,65307,9251.8,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,24,66186,9266.0,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,25,65390,9129.4,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,26,67179,9159.6,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,27,67594,122183.8,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,28,67345,9215.0,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,29,50045,35675.2,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,30,67169,9242.2,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,31,65363,9155.8,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,32,67067,9221.0,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,33,65296,9229.6,9124.4,0.011722777251532075,4196.4,424574.6
7z,rf_smbo,8,20260432,34,66095,9123.6,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,35,65353,9156.8,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,36,56840,9149.2,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,37,56663,9173.6,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,38,66104,9193.4,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,39,65231,9174.6,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,40,65562,9183.6,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,41,56821,9138.8,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,42,65543,9170.8,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,43,60762,121790.8,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,44,25683,102956.2,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,45,65511,9124.0,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,46,57690,9163.8,9123.6,0.011720874203276957,4196.4,424574.6
7z,rf_smbo,8,20260432,47,66945,9115.6,9115.6,0.011701843720725769,4196.4,424574.6
7z,rf_smbo,8,20260432,48,57597,9124.2,9115.6,0.011701843720725769,4196.4,424574.6
7z,rf_smbo,8,20260432,49,66073,9166.2,9115.6,0.011701843720725769,4196.4,424574.6
7z,rf_smbo,8,20260432,50,65460,9165.8,9115.6,0.011701843720725769,4196.4,424574.6
7z,random_search,9,20260433,1,36214,12467.0,12467.0,0.019674188623482382,4196.4,424574.6
7z,random_search,9,20260433,2,53681,21750.2,12467.0,0.019674188623482382,4196.4,424574.6
7z,random_search,9,20260433,3,33682,15950.8,12467.0,0.019674188623482382,4196.4,424574.6
7z,random_search,9,20260433,4,56330,47771.6,12467.0,0.019674188623482382,4196.4,424574.6
7z,random_search,9,20260433,5,12053,17646.4,12467.0,0.019674188623482382,4196.4,424574.6
7z,random_search,9,20260433,6,53160,416650.8,12467.0,0.019674188623482382,4196.4,424574.6
7z,random_search,9,20260433,7,29741,10701.2,10701.2,0.015473685362371316,4196.4,424574.6
7z,random_search,9,20260433,8,54663,124516.4,10701.2,0.015473685362371316,4196.4,424574.6
7z,random_search,9,20260433,9,13549,102662.0,10701.2,0.015473685362371316,4196.4,424574.6
