system,algorithm,budget,mean_best_found,std_best_found,mean_gap,std_gap,runs,optimum,worst
x264,random_search,15,25.739066666666666,3.8278091594173724,0.02401025523284735,0.021971123633436878,30,21.556,195.776
x264,rf_smbo,15,22.848733333333332,1.8675143342169425,0.007420120154593801,0.010719287878641615,30,21.556,195.776
x264,random_search,16,25.739066666666666,3.8278091594173724,0.02401025523284735,0.021971123633436878,30,21.556,195.776
x264,rf_smbo,16,22.7172,1.8691449345106699,0.006665136034898395,0.010728647310932557,30,21.556,195.776
x264,random_search,17,24.837066666666665,2.932920574930486,0.018832893276699954,0.016834580271670795,30,21.556,195.776
x264,rf_smbo,17,22.608666666666668,1.6508300385236374,0.006042168905215621,0.00947554837862265,30,21.556,195.776
x264,random_search,18,24.788133333333334,2.9479792229340043,0.01855202234722381,0.016921014940500537,30,21.556,195.776
x264,rf_smbo,18,22.494266666666665,1.6211810708146752,0.005385527876631073,0.009305367184104438,30,21.556,195.776
x264,random_search,19,24.788133333333334,2.9479792229340043,0.01855202234722381,0.016921014940500537,30,21.556,195.776
x264,rf_smbo,19,22.434,1.477408355288362,0.005039605097003781,0.008480130612377235,30,21.556,195.776
x264,random_search,20,24.46966666666667,2.4215386435691775,0.0167240653579765,0.013899314909707137,30,21.556,195.776
x264,rf_smbo,20,22.400933333333334,1.4851562308003359,0.004849806757739249,0.008524602403859117,30,21.556,195.776
x264,random_search,21,24.410533333333333,2.4349684658913056,0.016384647763364325,0.013976400332288518,30,21.556,195.776
x264,rf_smbo,21,22.373266666666666,1.3739254091416526,0.004691003711782031,0.00788615204420648,30,21.556,195.776
