system,algorithm,budget,mean_best_found,std_best_found,mean_gap,std_gap,runs,optimum,worst
x264,random_search,22,24.094133333333332,2.1979465610104074,0.014568553170321045,0.012615925617095665,30,21.556,195.776
x264,rf_smbo,22,22.307533333333332,1.3471432541220092,0.00431370298090536,0.007732425979348007,30,21.556,195.776
x264,random_search,23,24.092666666666666,2.198491415891163,0.014560134695595603,0.012619053012806579,30,21.556,195.776
x264,rf_smbo,23,22.0572,0.5411837854695697,0.0028768224084490795,0.003106324104405748,30,21.556,195.776
x264,random_search,24,23.99226666666667,2.2156428028644557,0.013983851834844825,0.012717499729448143,30,21.556,195.776
x264,rf_smbo,24,22.0356,0.5185633735752979,0.002752841235219829,0.0029764859004436763,30,21.556,195.776
x264,random_search,25,23.975733333333334,2.222348539245152,0.013888952665212562,0.012755989778700216,30,21.556,195.776
x264,rf_smbo,25,22.0356,0.5185633735752979,0.002752841235219829,0.0029764859004436763,30,21.556,195.776
x264,random_search,26,23.915066666666668,2.217865188734946,0.013540733937932876,0.01273025593350331,30,21.556,195.776
x264,rf_smbo,26,21.978533333333335,0.5066462911813492,0.0024252860368116865,0.0029080834070792615,30,21.556,195.776
x264,random_search,27,23.8676,2.076332403127173,0.013268281483182178,0.011917876266371103,30,21.556,195.776
x264,rf_smbo,27,21.9158,0.4425014630795997,0.0020652049133279703,0.0025399004883457704,30,21.556,195.776
x264,random_search,28,23.857733333333332,2.076306185203099,0.01321164810775647,0.011917725778918028,30,21.556,195.776
x264,rf_smbo,28,21.887866666666664,0.4212653953665474,0.0019048712356024887,0.002418008238816139,30,21.556,195.776
x264,random_search,29,23.793333333333333,2.113877126454404,0.012842000535721114,0.012133378064828402,30,21.556,195.776
x264,rf_smbo,29,21.870866666666664,0.41846144578586414,0.0018072934603757635,0.0024019139351731385,30,21.556,195.776
x264,random_search,30,23.7728,2.124712498198286,0.012724141889564913,0.012195571680623843,30,21.556,195.776
x264,rf_smbo,30,21.8274,0.3765451477258233,0.001557800482149,0.002161319869853194,30,21.556,195.776
x264,random_search,31,23.7728,2.124712498198286,0.012724141889564913,0.012195571680623843,30,21.556,195.776
x264,rf_smbo,31,21.825733333333332,0.3775309015288621,0.0015482340335973602,0.002166977967678007,30,21.556,195.776
x264,random_search,32,23.559933333333333,1.846501144911889,0.011502315080549491,0.010598674922006028,30,21.556,195.776
x264,rf_smbo,32,21.811,0.379736660113931,0.0014636666284008654,0.002179638733290843,30,21.556,195.776
x264,random_search,33,23.539933333333334,1.8479564469665022,0.011387517697929814,0.01060702816534555,30,21.556,195.776
x264,rf_smbo,33,21.799866666666667,0.35894555665682565,0.0013997627520759123,0.0020603005203583156,30,21.556,195.776
x264,random_search,34,23.539933333333334,1.8479564469665022,0.011387517697929814,0.01060702816534555,30,21.556,195.776
x264,rf_smbo,34,21.794266666666665,0.35477461843409513,0.0013676194849424025,0.0020363598808064236,30,21.556,195.776
x264,random_search,35,23.524800000000003,1.8455774986297042,0.011300654345080926,0.010593373313222963,30,21.556,195.776
x264,rf_smbo,35,21.761333333333333,0.33065591380365994,0.001178586461562003,0.0018979216726188733,30,21.556,195.776
x264,random_search,36,23.03213333333333,0.5363884164794515,0.008472812153216233,0.0030787993139676922,30,21.556,195.776
x264,rf_smbo,36,21.729466666666667,0.33286838377884514,0.0009956759652546528,0.001910620960732665,30,21.556,195.776
x264,random_search,37,23.03213333333333,0.5363884164794515,0.008472812153216233,0.0030787993139676922,30,21.556,195.776
x264,rf_smbo,37,21.697533333333336,0.31500221491649705,0.0008123828110052374,0.0018080714895907298,30,21.556,195.776
x264,random_search,38,23.03213333333333,0.5363884164794515,0.008472812153216233,0.0030787993139676922,30,21.556,195.776
x264,rf_smbo,38,21.6838,0.30964867745281344,0.0007335552749397266,0.001777342885161362,30,21.556,195.776
x264,random_search,39,23.000600000000002,0.5865626697269791,0.008291814946619212,0.003366792961353342,30,21.556,195.776
x264,rf_smbo,39,21.6452,0.2278557317311955,0.0005119963264837511,0.0013078620808816195,30,21.556,195.776
x264,random_search,40,23.000600000000002,0.5865626697269791,0.008291814946619212,0.003366792961353342,30,21.556,195.776
x264,rf_smbo,40,21.6452,0.2278557317311955,0.0005119963264837511,0.0013078620808816195,30,21.556,195.776
x264,random_search,41,23.000600000000002,0.5865626697269791,0.008291814946619212,0.003366792961353342,30,21.556,195.776
x264,rf_smbo,41,21.643266666666666,0.2281043217679039,0.0005008992461638491,0.0013092889551595906,30,21.556,195.776
x264,random_search,42,22.996266666666667,0.5856252145818367,0.008266942180384948,0.0033614120915040594,30,21.556,195.776
x264,rf_smbo,42,21.6428,0.22810439231436025,0.0004982206405693901,0.0013092893600870168,30,21.556,195.776
x264,random_search,43,22.954533333333334,0.597334523808337,0.00802739830865189,0.003428621994078391,30,21.556,195.776
x264,rf_smbo,43,21.63746666666667,0.22916937469664345,0.0004676080052041438,0.001315402219588127,30,21.556,195.776
x264,random_search,44,22.954533333333334,0.597334523808337,0.00802739830865189,0.003428621994078391,30,21.556,195.776
x264,rf_smbo,44,21.637,0.229157226555827,0.0004649293996096848,0.0013153324908496558,30,21.556,195.776
x264,random_search,45,22.954533333333334,0.597334523808337,0.00802739830865189,0.003428621994078391,30,21.556,195.776
x264,rf_smbo,45,21.634933333333333,0.22886751676436096,0.00045306700340565133,0.0013136695945606765,30,21.556,195.776
x264,random_search,46,22.954533333333334,0.597334523808337,0.00802739830865189,0.003428621994078391,30,21.556,195.776
x264,rf_smbo,46,21.6306,0.2294738509631589,0.00042819423717138834,0.0013171498735114165,30,21.556,195.776
x264,random_search,47,22.954533333333334,0.597334523808337,0.00802739830865189,0.003428621994078391,30,21.556,195.776
x264,rf_smbo,47,21.623933333333333,0.22378837499210982,0.00038992844296482974,0.0012845159854902415,30,21.556,195.776
x264,random_search,48,22.954533333333334,0.597334523808337,0.00802739830865189,0.003428621994078391,30,21.556,195.776
x264,rf_smbo,48,21.608333333333334,0.14166505746212435,0.0003003864845214822,0.0008131388902658977,30,21.556,195.776
x264,random_search,49,22.954533333333334,0.597334523808337,0.00802739830865189,0.003428621994078391,30,21.556,195.776
x264,rf_smbo,49,21.607866666666666,0.1415460771410598,0.00029770787892702326,0.000812455958793825,30,21.556,195.776
x264,random_search,50,22.954533333333334,0.597334523808337,0.00802739830865189,0.003428621994078391,30,21.556,195.776
x264,rf_smbo,50,21.585333333333335,0.04940287115300916,0.00016836949450885428,0.00028356601511312897,30,21.556,195.776
